"studyName" "downloaded" "metadata" "imported" "PCAmodel_677" "PCAmodel_1399" "PCAmodel_536" "title"
"842" "SRP017305" "1" "4" "FALSE" "FALSE" "FALSE" "FALSE" "CFIm25 links alternative polyadenylation to glioblastoma tumour suppression"
"843" "SRP017330" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "DICER- and AGO3-dependent generation of retinoic acid-induced DR2 Alu RNAs regulates human stem cell proliferation (RNA-seq)"
"844" "SRP017352" "15" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression from infant epithelial cells in stool"
"845" "SRP017378" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states."
"846" "SRP017395" "13" "13" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Genome sequencing"
"847" "SRP017411" "15" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Direct Conversion of Fibroblasts to Neurons by Reprogramming PTB-Regulated microRNA Circuits"
"848" "SRP017413" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome profiling of primary uveal  melanomas"
"849" "SRP017435" "18" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Genome-wide transcriptome profiling of SK-Mel-28, UACC-62 and HCT-116 cells stably expressing scrambled shRNA and RAB7 shRNA"
"850" "SRP017465" "22" "23" "TRUE" "FALSE" "TRUE" "FALSE" "RNA sequencing results"
"851" "SRP017575" "53" "53" "TRUE" "TRUE" "TRUE" "TRUE" "Two New Stromal Signatures Stratify Breast Cancers with Different Prognosis"
"852" "SRP017580" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "The effect of nicotinamide on dysregulated genes associated with frataxin deficiency in FRDA."
"853" "SRP017583" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome landscape of the human placenta"
"854" "SRP017644" "1" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Direct ChIP-bisulfite sequencing reveals a role of H3K27me3 mediating aberrant hypermethylation of promoter CpG islands in cancer cells (RNA-seq)"
"855" "SRP017670" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Next Generation Sequencing Facilitates Quantitative Analysis of CNE1-mock, CNE1-BART1, CNE-BART3, CNE1-BART7 cells"
"856" "SRP017684" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-Seq analysis of neurons derived from induced pluripotent stem cells reprogrammed from dental pulp"
"857" "SRP017699" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Small RNA analysis of ADAR1-knock down HeLa cells by RNAi"
"858" "SRP017777" "5" "13" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of in vivo, conserved, TAF15 RNA binding sites and the impact of TAF15 on the neuronal transcriptome"
"859" "SRP017788" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Polysome-associated mRNA profiling of cancer cells in response to CXCL12 and IGF1"
"860" "SRP017789" "6" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Translating transcriptome of cancer cells in situ in mesenchymal-rich tumor microenvironment"
"861" "SRP017809" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Small RNA-seq of undiseased human brain"
"862" "SRP017843" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptional profiles of PA1 teratoma cells transfected by RIPK1, RIPK2, RIPK3, or RIPK4"
"863" "SRP017933" "25" "25" "TRUE" "FALSE" "TRUE" "FALSE" "Regional Differences in gene expression and promoter usage in aged human brains"
"864" "SRP017942" "3" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Widespread regulation of translation by elongation pausing in heat shock"
"865" "SRP017959" "12" "62" "FALSE" "FALSE" "FALSE" "FALSE" "The evolution of lncRNA repertoires and expression patterns in tetrapods"
"866" "SRP017972" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Heterokaryon RNA Sequencing"
"867" "SRP017979" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Small RNA Solexa sequencing of colorectal tumor and adjancent normal tissues"
"868" "SRP018008" "13" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"869" "SRP018010" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "DNA topoisomerase I and antisense transcription"
"870" "SRP018014" "1" "1" "FALSE" "FALSE" "FALSE" "FALSE" "Circular RNAs are a large class of animal RNAs with regulatory potency (RNA-Seq)"
"871" "SRP018020" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Evaluation of the effectiveness of semen collection and sperm purification methods for spermatozoa transcript profiling"
"872" "SRP018022" "7" "7" "FALSE" "FALSE" "FALSE" "FALSE" "GLI1 function in Ewing sarcoma"
"873" "SRP018028" "1" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Differential gene expression and exon usage in bone marrow from RARS patients with SF3B1 somatic mutations compared to healthy patients."
"874" "SRP018104" "9" "10" "FALSE" "FALSE" "FALSE" "FALSE" "Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing"
"875" "SRP018218" "26" "33" "TRUE" "FALSE" "TRUE" "FALSE" "Vitamin d receptor-mediated stromal reprogramming suppresses pancreatitis and enhances pancreatic cancer therapy"
"876" "SRP018221" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-sequencing (RNA-seq) in breast cancer cell lines after ectopic manipulation of miR-26a expression"
"877" "SRP018234" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Physiological Vascular Permeability Requires Induction of Endothelial NR4A1 by Progesterone Receptor [RNA-Seq]"
"878" "SRP018242" "4" "5" "FALSE" "FALSE" "FALSE" "FALSE" "Enrichment of processed pseudogene transcripts in L1-ribonucleoprotein particles"
"879" "SRP018254" "5" "10" "FALSE" "FALSE" "FALSE" "FALSE" "A Stable Transcription Factor Complex Nucleated by Dimeric AML1-ETO Controls Leukaemogenesis"
"880" "SRP018256" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Enhancer Transcripts Mark Active Estrogen Receptor Binding Sites"
"881" "SRP018284" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of differentially expressed small RNAs of colon cancer stem cells."
"882" "SRP018312" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-Sequencing Analysis of High Glucose Treated Monocytes Reveals Novel Transcriptome Signatures and associated Epigenetic Profiles"
"883" "SRP018317" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "AGO-PAR-CLIP of DG75 and BCBL-1"
"884" "SRP018359" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of human sinusoidal endothelial cells, hepatocyte"
"885" "SRP018377" "2" "4" "FALSE" "FALSE" "FALSE" "FALSE" "The Estrogen receptor alpha regulated NEAT1 long non-coding RNA promotes prostate cancer progression [RNA-Seq]"
"886" "SRP018552" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Probing the off-target effect of EGFP siRNA and pro-siRNA in the HeLa-d1EGFP cell line"
"887" "SRP018716" "24" "24" "TRUE" "FALSE" "TRUE" "FALSE" "Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates (part 1)"
"888" "SRP018717" "14" "14" "FALSE" "FALSE" "FALSE" "FALSE" "Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates (part 2)"
"889" "SRP018718" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates (part 3)"
"890" "SRP018719" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates (part 4)"
"891" "SRP018723" "2" "6" "FALSE" "FALSE" "FALSE" "FALSE" "NSun2-mediated cytosine-5 methylation in Vault non-coding RNA determines its processing into small RNAs [iCLIP]"
"892" "SRP018777" "1" "1" "FALSE" "FALSE" "FALSE" "FALSE" "Stranded RNA-seq of H9 cells"
"893" "SRP018779" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Coronary Artery Disease Associated Transcription Factor TCF21 Regulates Smooth Muscle Precursor Cells that Contribute to the Fibrous Cap"
"894" "SRP018786" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "NSun2-mediated cytosine-5 methylation in Vault non-coding RNA determines its processing into small RNAs [RNA-seq]"
"895" "SRP018815" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNA helicase A is necessary for KIF1Bß tumor suppression in neuroblastoma"
"896" "SRP018836" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of mRNAs bound and regulated by human LIN28 proteins and molecular requirements for RNA recognition [RNA-Seq]"
"897" "SRP018837" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of mRNAs bound and regulated by human LIN28 proteins and molecular requirements for RNA recognition [PAR-CLIP]"
"898" "SRP018838" "62" "62" "FALSE" "FALSE" "FALSE" "FALSE" "Single Cell RNA-Seq"
"899" "SRP018853" "80" "80" "TRUE" "TRUE" "TRUE" "TRUE" "Altered microRNA expression in individuals at high risk of type 1 diabetes"
"900" "SRP018883" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Multiple roles for Grainyheadlike transcription factors in the establishment and maintenance of human mucociliary airway epithelium"
"901" "SRP018933" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Small RNA profiling of human cumulus cells and oocytes"
"902" "SRP019207" "4" "7" "FALSE" "FALSE" "FALSE" "FALSE" "Breakpoint analysis of transcriptional and genomic profiles uncovers novel gene fusions spanning multiple human cancer types (RNA-seq)"
"903" "SRP019222" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Epstein-Barr virus maintains lymphomas via its miRNAs"
"904" "SRP019241" "17" "17" "FALSE" "FALSE" "FALSE" "FALSE" "LncRNA DEANR1 facilitates human endoderm differentiation by activating FOXA2 expression"
"905" "SRP019248" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Interleukin-27 treated human macrophages induce the expression of novel miRNAs which may mediate anti-viral properties (RNA-seq)"
"906" "SRP019250" "8" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Global analysis of alternative splicing regulated by RBM10"
"907" "SRP019270" "10" "21" "FALSE" "FALSE" "FALSE" "FALSE" "Trans-chromosomal regulation by a novel lincRNA required for adipogenesis that escapes X-chromosome inactivation"
"908" "SRP019272" "100" "362" "TRUE" "TRUE" "TRUE" "TRUE" "Genetic regulation of human adipose microRNA expression and its consequences for metabolic traits"
"909" "SRP019275" "4" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Mutational activation of a mechanosensitive megachannel drives metastatic cell survival."
"910" "SRP019374" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq expression analysis to determine expression profile similarities between fibroblasts, induced endothelial cells from fibroblasts, and human dermal microvascular endothelial cells"
"911" "SRP019498" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Amplitude modulation of androgen signaling by c-MYC [RNA-Seq]"
"912" "SRP019503" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"913" "SRP019758" "7" "8" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq analysis of HT-29, MCF10A, and MDA-MB-436 cells"
"914" "SRP019762" "14" "20" "FALSE" "FALSE" "FALSE" "FALSE" "Increased Neanderthal ancestry in genomic regions associated with lipid catabolism in contemporary Europeans"
"915" "SRP019807" "10" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of expressed and conserved human non-coding RNAs"
"916" "SRP019810" "16" "17" "FALSE" "FALSE" "FALSE" "FALSE" "Genome-wide total RNA and MBD-sequencing in HCT116 and DKO cells as a global re-expression model [RNA-Seq]"
"917" "SRP019817" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Genome-wide methylation and expression analysis of two breast cancer cell lines [RNA-Seq]"
"918" "SRP019936" "32" "32" "TRUE" "FALSE" "TRUE" "FALSE" "An Integrated Model of the Transcriptome Landscape of HER2-Positive Breast Cancer"
"919" "SRP019939" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Using RNA-Seq to create sample-specific proteomic databases that enable mass spectrometric discovery of splice junction peptides"
"920" "SRP019946" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "SFMBT1 Functions with LSD1 to Regulate Expression of Canonical Histone Genes and Chromatin-Related Factors [RNA-Seq]"
"921" "SRP019961" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Differences in gastric carcinoma microenvironment stratify according to EBV infection intensity; implications for possible immune adjuvant therapy"
"922" "SRP019968" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"923" "SRP019980" "1" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"924" "SRP019989" "2" "5" "FALSE" "FALSE" "FALSE" "FALSE" "Muscleblind-like proteins regulate embryonic stem cell-specific alternative splicing and reprogramming II"
"925" "SRP019990" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "miRNAs associated with the different human Argonaute proteins"
"926" "SRP019994" "99" "99" "TRUE" "TRUE" "TRUE" "TRUE" "Stratification of Leiomyosarcoma molecular subtypes by 3'' end RNA-sequencing: Toward precision medicine"
"927" "SRP020470" "15" "16" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-sequencing of the human milk fat layer during colostrum, transitional, and mature stages of lactation"
"928" "SRP020486" "31" "33" "TRUE" "FALSE" "TRUE" "FALSE" "Characterization of human plasma-derived exosomal RNAs"
"929" "SRP020491" "55" "55" "TRUE" "TRUE" "TRUE" "TRUE" "Changes in gene expression profiles of circulating B cells after influenza vaccination in healthy human subjects"
"930" "SRP020492" "55" "55" "TRUE" "TRUE" "TRUE" "TRUE" "Changes in PBMC gene expression profiles after influenza vaccination in healthy human subjects"
"931" "SRP020493" "14" "14" "FALSE" "FALSE" "FALSE" "FALSE" "Gene expression analysis of breast cancer cell-lines"
"932" "SRP020496" "1" "1" "FALSE" "FALSE" "FALSE" "FALSE" "Pt45P1 next-generation RNA sequencing"
"933" "SRP020499" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Chromatin architecture of the NF-kB/RelA regulatory network"
"934" "SRP020544" "5" "5" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) of BJ cells treated with Nutlin-3a, an MDM2 inhibitor, which induces p53."
"935" "SRP020556" "11" "38" "FALSE" "FALSE" "FALSE" "FALSE" "Genome-wide probing of RNA structure reveals active unfolding of mRNA structures in vivo"
"936" "SRP020646" "2" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Retroelements and DUX4 Create Primate-specific Promoters for Germline Genes"
"937" "SRP020661" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Apparently Balanced Chromosomal Rearrangements (BCRs) as a model for random mutagenesis in humans"
"938" "SRP021048" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens whole pancreatic islet mRNA during culture in alternate media"
"939" "SRP021085" "28" "30" "TRUE" "FALSE" "TRUE" "FALSE" "RNAseq of PRMT4KD in human cord blood derived CD34+ cells"
"940" "SRP021130" "20" "20" "FALSE" "FALSE" "FALSE" "FALSE" "A Study of Small RNAs from Cerebral Neocortex of Pathology-Verified Alzheimer’s Disease, Dementia with Lewy Bodies, Hippocampal Sclerosis, Frontotemporal Lobar Dementia, and Non-Demented Human Controls"
"941" "SRP021193" "79" "80" "TRUE" "TRUE" "TRUE" "TRUE" "Deep RNA Sequencing Reveals Dynamic Regulation of Myocardial Noncoding RNA in Failing Human Heart and Remodeling with Mechanical Circulatory Support"
"942" "SRP021214" "5" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Widespread Transcription beyond mRNA 3' Ends Yields Abundant Regulatory RNAs"
"943" "SRP021221" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"944" "SRP021459" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Detection of small RNAs generated during early infection of human HEK 293 cells by the alphavirus Sindbis virus"
"945" "SRP021478" "11" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Evaluating the Impact of Sequencing Depth on Transcriptome Profiling in Human Adipose"
"946" "SRP021509" "42" "49" "TRUE" "FALSE" "TRUE" "FALSE" "EZH2 is required for germinal center formation and somatic EZH2 mutations promote lymphoid transformation"
"947" "SRP021524" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Human PA-1 cells treated with scrambled or specific ASOs"
"948" "SRP021908" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Selective suppression of endothelial cytokine production by progesterone receptor [RNA-seq]"
"949" "SRP021911" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Small RNA sequencing of human preovulatory cumulus and mural granulosa cells"
"950" "SRP021912" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "High-throughput RNA sequencing of human preovulatory cumulus and mural granulosa cells (mRNA)"
"951" "SRP021916" "1" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Comparing proteomics and RISC immunoprecipitations to identify targets of Epstein-Barr viral miRNAs [RISC-IP-seq]"
"952" "SRP021917" "15" "15" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-sequencing analysis of 5'' capped RNAs identifies novel differentially expressed genes in sessile serrated colon polyps (SSPs)"
"953" "SRP021918" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "The permanent reduction of TIA proteins molds expression transcriptome in HeLa cells"
"954" "SRP021924" "5" "5" "FALSE" "FALSE" "FALSE" "FALSE" "Whole transcriptome RNA-seq of undiseased human prefrontal cortex"
"955" "SRP022025" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "A genome-wide map of transcription start sites specific for acute promyelocytic leukemia reveals deregulation of full-length transcripts"
"956" "SRP022028" "13" "19" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq in neurons derived from iPSCs in controls and patients with schizophrenia and 22q11 del"
"957" "SRP022029" "1" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Parental vs. BRAFi Resistant Melanoma Cell Lines"
"958" "SRP022043" "70" "70" "TRUE" "TRUE" "TRUE" "TRUE" "A blood based 12-miRNA signature of Alzheimer patients"
"959" "SRP022052" "3" "5" "FALSE" "FALSE" "FALSE" "FALSE" "MicroRNA Target Site Identification by Integrating Sequence and Binding Information"
"960" "SRP022054" "38" "38" "TRUE" "FALSE" "TRUE" "FALSE" "High-throughput sequencing of matched colorectal normal, tumor and metastasis tissues and proof-of principal bioinformatics modeling of therapeutic consequences of miRNA applications"
"961" "SRP022131" "15" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Integrated epigenomic analyses of enhancer as well as promoter regions in gastric cancer"
"962" "SRP022133" "25" "25" "TRUE" "FALSE" "TRUE" "FALSE" "Identification of differentially expressed transcripts and pathways one week and six months following implant of left ventricular devices"
"963" "SRP022166" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "WTAP is a novel oncogenic protein in Acute Myeloid Leukemia"
"964" "SRP022260" "7" "7" "FALSE" "FALSE" "FALSE" "FALSE" "Expression data from 7 Human Melanomas"
"965" "SRP022361" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "ZEB2 function in Ewing sarcoma"
"966" "SRP022591" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of LIN28-bound mRNAs reveals features of target recognition and regulation"
"967" "SRP022772" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "miR-146a-5p circuitry uncouples cell proliferation and migration, but not differentiation, in human mesenchymal stem cells"
"968" "SRP022871" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Discovery of the p53 targetome in MCF7 cells from RNA-seq data"
"969" "SRP022876" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Differential gene expression by suppression of either SOX2 or TP63 in KYSE70 human esophageal squamous carcinoma cell line."
"970" "SRP022892" "2" "3" "FALSE" "FALSE" "FALSE" "FALSE" "RC3H1 posttranscriptionally regulates A20 mRNA and modulates the activity of the IKK/NF-kB pathway [PARCLIP]"
"971" "SRP022905" "1" "2" "FALSE" "FALSE" "FALSE" "FALSE" "A Large-Scale RNAi-Based Mouse Tumorigenesis Screen Identifies    New Lung Cancer Tumor Suppressors that Repress FGFR Signaling"
"972" "SRP022913" "26" "26" "TRUE" "FALSE" "TRUE" "FALSE" "RNA-Guided Human Gene Activation by Cas9/CRISPR-Based Engineered Transcription Factors"
"973" "SRP022920" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "3'' RNA-Seq (3''SEQ) analysis gene expression profiling at G1-S transition in human embryonic stem cells (hESCs) and hESC-derived endoderm cells"
"974" "SRP022925" "6" "10" "FALSE" "FALSE" "FALSE" "FALSE" "Improved genome-wide mapping of uncapped and cleaved transcripts in eukaryotes—GMUCT 2.0"
"975" "SRP023199" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "mRNA sequencing identifies differential gene expresssion profiles between ASCC3 knock-down cells and control cells"
"976" "SRP023233" "1" "3" "FALSE" "FALSE" "FALSE" "FALSE" "A haploid gene-trap mutant collection enables functional genetics in human cells"
"977" "SRP023262" "80" "80" "TRUE" "TRUE" "TRUE" "TRUE" "A shared transcriptional program in early breast neoplasias despite genetic and clinical distinctions"
"978" "SRP023270" "9" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Intragenic DNA methylation modulates alternative splicing by recruiting MeCP2 to promote exon recognition [RNA-Seq]"
"979" "SRP023533" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Integrated analysis of microRNA and mRNA expression and association with HIF binding in MCF-7 cells under hypoxia (miRNA-Seq)"
"980" "SRP023538" "1" "1" "FALSE" "FALSE" "FALSE" "FALSE" "LX22 Small cell lung cancer primary xenograft line. RNA-Seq experiment."
"981" "SRP023539" "1" "6" "FALSE" "FALSE" "FALSE" "FALSE" "HBV+ HKCI transcriptome"
"982" "SRP023548" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens strain:U-251 MG Transcriptome or Gene expression"
"983" "SRP023550" "7" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Differential LINE-1 retrotransposition in induced pluripotent stem cells between humans and great apes"
"984" "SRP024244" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptional profiling of FOXP3+ Treg cells and corresponding FOXP3-losing cells"
"985" "SRP024268" "7" "20" "FALSE" "FALSE" "FALSE" "FALSE" "ALDH2, CCNE1 and SMAD3 are Potential Prognostic Markers for Upper Tract Urothelial Carcinoma Revealed by Massively Parallel Sequencing."
"986" "SRP024274" "52" "52" "TRUE" "TRUE" "TRUE" "TRUE" "Smoking Dysregulates the Human Airway Basal Cell Transcriptome at COPD-linked Risk Locus 19q13.2"
"987" "SRP024669" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "LncRNA-dependent mechanisms of androgen receptor-regulated gene activation programs [GRO-seq I]"
"988" "SRP024674" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "LncRNA-dependent mechanisms of androgen receptor-regulated gene activation programs [GRO-seq II]"
"989" "SRP025977" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"990" "SRP025982" "100" "2898" "TRUE" "FALSE" "TRUE" "FALSE" "A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium"
"991" "SRP025989" "1" "13" "FALSE" "FALSE" "FALSE" "FALSE" "High-efficiency RNA cloning enables quantitative measurement of miRNA expression by deep sequencing"
"992" "SRP026013" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Impact of library preparation on downstream analysis and interpretation of RNA-seq data: comparison between Illumina PolyA and NuGEN Ovation protocol"
"993" "SRP026033" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome of embryonic stem cells cultured in enzymatic and mechanic passaging methods [RNA-seq]"
"994" "SRP026042" "84" "84" "TRUE" "TRUE" "TRUE" "TRUE" "Environmental factors transmitted by aryl hydrocarbon receptor influence severity of psoriatic skin inflammation [RNA-Seq]"
"995" "SRP026052" "5" "5" "FALSE" "FALSE" "FALSE" "FALSE" "Translation-dependent displacement of UPF1 from coding sequences causes its enrichment in 3’ UTRs"
"996" "SRP026084" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Global regulation of alternative splicing by adenosine deaminase acting on RNA (ADAR) [RNA-seq]"
"997" "SRP026089" "1" "1" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq of RNase R treated poly(A)-/ribo- RNAs from H9 cells"
"998" "SRP026125" "10" "10" "FALSE" "FALSE" "FALSE" "FALSE" "The ABRF Next-Generation Sequencing Study (ABRF-NGS): Multi-platform and cross-methodological reproducibility of transcriptome profiling by RNA-seq [Ion Torrent Proton]"
"999" "SRP026126" "100" "422" "TRUE" "TRUE" "TRUE" "TRUE" "The ABRF Next-Generation Sequencing Study (ABRF-NGS): Multi-platform and cross-methodological reproducibility of transcriptome profiling by RNA-seq [Illumina HiSeq 2500]"
"1000" "SRP026144" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Characterization of miRNomes in acute and chronic myeloid leukemia cells"
"1001" "SRP026204" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Mapping ERß genomic binding sites reveals unique genomic features and identifies EBF1 as an ERß interactor [Gro-Seq]"
"1002" "SRP026208" "30" "32" "TRUE" "FALSE" "TRUE" "FALSE" "RNA-seq identifies novel transcript elements and transcript processing in the normal and failing hearts"
"1003" "SRP026256" "9" "10" "FALSE" "FALSE" "FALSE" "FALSE" "Transcription factors OVOL1 and OVOL2 induce the mesenchymal to epithelial transition in human cancer"
"1004" "SRP026257" "5" "5" "FALSE" "FALSE" "FALSE" "FALSE" "HeLa cell infection with Vaccinia virus"
"1005" "SRP026297" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Genome wide mapping of effects of U6atac knockdown on pre-mRNA splicing"
"1006" "SRP026315" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "High-throughput sequencing of PROMPT-enriched samples."
"1007" "SRP026331" "2" "5" "FALSE" "FALSE" "FALSE" "FALSE" "Orchestrated intron retention regulates normal granulocyte differentiation [RNA-Seq]"
"1008" "SRP026333" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Long Noncoding RNA HNF1A-AS1 Regulates Proliferation and Migration in Esophageal Adenocarcinoma  Cells"
"1009" "SRP026359" "20" "20" "FALSE" "FALSE" "FALSE" "FALSE" "T2D Transcriptome study"
"1010" "SRP026387" "14" "14" "FALSE" "FALSE" "FALSE" "FALSE" "The Wnt/ß-catenin-signaling pathway is modulated by androgen ablation therapy for advanced clinical prostate cancer and contributes to androgen independent cell growth"
"1011" "SRP026389" "8" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens strain:PBMC Transcriptome or Gene expression"
"1012" "SRP026537" "64" "64" "TRUE" "TRUE" "TRUE" "TRUE" "Transcriptional profiling of a breast cancer cell line panel using RNAseq technology"
"1013" "SRP026553" "4" "7" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"1014" "SRP026562" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Alteration of the microRNA network during the progression of Alzheimer’s disease"
"1015" "SRP026597" "20" "20" "FALSE" "FALSE" "FALSE" "FALSE" "ieASV transcriptome project"
